1999.847;417.000
2002.313;428.000
2004.778;416.000
2007.242;421.000
2009.705;418.000
2012.168;426.000
2014.629;413.000
2017.090;422.000
2019.551;4274.000
2022.010;4332.000
2024.469;4463.000
2026.928;4333.000
2029.385;4387.000
2031.842;4301.000
2034.298;4470.000
2036.753;4353.000
2039.207;4279.000
2041.661;4401.000
2044.114;4368.000
2046.567;4412.000
2049.018;4171.000
2051.469;4300.000
2053.919;4318.000
2056.369;4265.000
2058.817;4271.000
2061.265;4411.000
2063.713;4305.000
2066.159;4375.000
2068.605;4472.000
2071.050;4459.000
2073.494;4361.000
2075.938;4382.000
2078.381;4341.000
2080.823;4326.000
2083.265;4293.000
2085.705;4273.000
2088.145;4393.000
2090.585;4352.000
2093.023;4429.000
2095.461;4375.000
2097.898;4356.000
2100.335;4440.000
2102.770;4415.000
2105.205;4463.000
2107.639;4362.000
2110.073;4325.000
2112.506;4368.000
2114.938;4492.000
2117.369;4434.000
2119.800;4517.000
2122.230;4463.000
2124.659;4535.000
2127.088;4495.000
2129.515;4438.000
2131.942;4557.000
2134.369;4497.000
2136.794;4494.000
2139.219;4616.000
2141.643;4753.000
2144.067;4571.000
2146.490;4465.000
2148.912;4439.000
2151.333;4645.000
2153.754;4473.000
2156.174;4537.000
2158.593;4471.000
2161.011;4626.000
2163.429;4744.000
2165.846;4667.000
2168.263;4637.000
2170.678;4927.000
2173.093;4622.000
2175.507;4828.000
2177.921;4833.000
2180.334;4782.000
2182.746;4818.000
2185.157;4692.000
2187.568;4856.000
2189.978;4713.000
2192.387;4761.000
2194.796;4721.000
2197.203;4700.000
2199.611;4873.000
2202.017;4891.000
2204.423;4698.000
2206.828;4801.000
2209.232;4751.000
2211.636;4852.000
2214.038;4751.000
2216.441;4871.000
2218.842;4947.000
2221.243;4951.000
2223.643;4894.000
2226.042;4988.000
2228.441;4943.000
2230.839;4986.000
2233.236;4948.000
2235.633;5039.000
2238.028;4949.000
2240.424;4926.000
2242.818;5041.000
2245.212;5062.000
2247.605;5074.000
2249.997;5174.000
2252.389;4991.000
2254.780;5050.000
2257.170;5206.000
2259.559;5084.000
2261.948;5111.000
2264.336;5298.000
2266.724;5407.000
2269.111;5287.000
2271.497;5273.000
2273.882;5226.000
2276.267;5183.000
2278.650;5229.000
2281.034;5151.000
2283.416;5171.000
2285.798;5223.000
2288.179;5441.000
2290.560;5476.000
2292.939;5511.000
2295.319;5409.000
2297.697;5497.000
2300.075;5527.000
2302.451;5339.000
2304.828;5487.000
2307.203;5378.000
2309.578;5600.000
