0.303;4608.000
3.396;1869.000
6.489;732.000
9.580;648.000
12.670;642.000
15.759;616.000
18.848;608.000
21.935;609.000
25.021;602.000
28.106;602.000
31.191;605.000
34.274;609.000
37.356;618.000
40.437;610.000
43.517;605.000
46.596;609.000
49.674;613.000
52.751;609.000
55.827;603.000
58.902;619.000
61.976;621.000
65.049;658.000
68.121;689.000
71.192;739.000
74.261;866.000
77.330;869.000
80.398;957.000
83.465;1013.000
86.531;1065.000
89.596;1106.000
92.659;1167.000
95.722;1195.000
98.784;1179.000
101.844;1224.000
104.904;1126.000
107.963;1234.000
111.021;1203.000
114.077;1262.000
117.133;1185.000
120.188;1207.000
123.241;1157.000
126.294;1198.000
129.345;1227.000
132.396;1162.000
135.446;1202.000
138.494;1183.000
141.542;1232.000
144.588;1240.000
147.634;1226.000
150.679;1224.000
153.722;1261.000
156.765;1277.000
159.806;1278.000
162.847;1288.000
165.886;1237.000
168.925;1232.000
171.963;1277.000
174.999;1202.000
178.035;1277.000
181.069;1214.000
184.103;1229.000
187.135;1305.000
190.167;1308.000
193.197;1284.000
196.227;1266.000
199.255;1310.000
202.283;1234.000
205.310;1285.000
208.335;1217.000
211.360;1253.000
214.383;1289.000
217.406;1241.000
220.427;1237.000
223.448;1294.000
226.468;1288.000
229.486;1259.000
232.504;1247.000
235.520;1236.000
238.536;1297.000
241.551;1254.000
244.564;1264.000
247.577;1265.000
250.589;1308.000
253.599;1238.000
256.609;1256.000
259.618;1263.000
262.625;1279.000
265.632;1275.000
268.638;1258.000
271.643;1306.000
274.646;1332.000
277.649;1313.000
280.651;1336.000
283.652;1353.000
286.652;1283.000
289.650;1332.000
292.648;1342.000
295.645;1299.000
298.641;1286.000
301.636;1337.000
304.630;1340.000
307.623;1338.000
310.615;1364.000
313.606;1279.000
316.596;1260.000
319.585;1304.000
322.573;1343.000
325.560;1319.000
328.546;1402.000
331.531;1393.000
334.515;1299.000
337.499;1397.000
340.481;1352.000
343.462;1354.000
346.442;1342.000
349.422;1337.000
352.400;1367.000
355.377;1380.000
358.354;1346.000
361.329;1293.000
364.303;1346.000
367.277;1391.000
370.249;1393.000
373.221;1336.000
376.191;1343.000
379.161;1335.000
382.130;1325.000
385.097;1314.000
388.064;1319.000
391.029;1399.000
393.994;1276.000
396.958;1317.000
399.921;1376.000
402.883;1267.000
405.843;1399.000
408.803;1405.000
411.762;1332.000
414.720;1299.000
