0.303;10913.000
3.396;3214.000
6.489;762.000
9.580;650.000
12.670;633.000
15.759;625.000
18.848;617.000
21.935;617.000
25.021;611.000
28.106;611.000
31.191;613.000
34.274;614.000
37.356;605.000
40.437;599.000
43.517;604.000
46.596;604.000
49.674;619.000
52.751;598.000
55.827;618.000
58.902;617.000
61.976;657.000
65.049;658.000
68.121;718.000
71.192;789.000
74.261;891.000
77.330;959.000
80.398;1089.000
83.465;1204.000
86.531;1251.000
89.596;1330.000
92.659;1312.000
95.722;1358.000
98.784;1391.000
101.844;1440.000
104.904;1380.000
107.963;1440.000
111.021;1393.000
114.077;1416.000
117.133;1440.000
120.188;1493.000
123.241;1450.000
126.294;1429.000
129.345;1495.000
132.396;1484.000
135.446;1414.000
138.494;1461.000
141.542;1504.000
144.588;1459.000
147.634;1438.000
150.679;1403.000
153.722;1508.000
156.765;1488.000
159.806;1465.000
162.847;1531.000
165.886;1552.000
168.925;1503.000
171.963;1419.000
174.999;1488.000
178.035;1465.000
181.069;1453.000
184.103;1556.000
187.135;1533.000
190.167;1533.000
193.197;1550.000
196.227;1504.000
199.255;1585.000
202.283;1495.000
205.310;1604.000
208.335;1504.000
211.360;1612.000
214.383;1531.000
217.406;1518.000
220.427;1563.000
223.448;1543.000
226.468;1581.000
229.486;1604.000
232.504;1575.000
235.520;1609.000
238.536;1583.000
241.551;1556.000
244.564;1612.000
247.577;1617.000
250.589;1660.000
253.599;1613.000
256.609;1588.000
259.618;1626.000
262.625;1624.000
265.632;1692.000
268.638;1553.000
271.643;1654.000
274.646;1708.000
277.649;1728.000
280.651;1592.000
283.652;1702.000
286.652;1590.000
289.650;1710.000
292.648;1636.000
295.645;1666.000
298.641;1639.000
301.636;1647.000
304.630;1699.000
307.623;1651.000
310.615;1726.000
313.606;1683.000
316.596;1629.000
319.585;1736.000
322.573;1662.000
325.560;1706.000
328.546;1638.000
331.531;1707.000
334.515;1648.000
337.499;1731.000
340.481;1668.000
343.462;1798.000
346.442;1734.000
349.422;1733.000
352.400;1723.000
355.377;1754.000
358.354;1630.000
361.329;1693.000
364.303;1732.000
367.277;1713.000
370.249;1728.000
373.221;1733.000
376.191;1736.000
379.161;1628.000
382.130;1709.000
385.097;1746.000
388.064;1657.000
391.029;1679.000
393.994;1786.000
396.958;1699.000
399.921;1679.000
402.883;1691.000
405.843;1758.000
408.803;1770.000
411.762;1722.000
414.720;1783.000
417.677;1759.000
420.633;1709.000
423.588;1835.000
426.543;1679.000
429.496;1790.000
432.448;1756.000
435.399;1793.000
438.349;1833.000
441.299;1769.000
444.247;1767.000
447.194;1782.000
450.141;1749.000
453.086;1774.000
456.031;1751.000
458.975;1849.000
461.917;1778.000
464.859;1880.000
467.800;1770.000
470.739;1836.000
473.678;1825.000
476.616;1787.000
479.553;1819.000
482.489;1818.000
485.424;1816.000
488.358;1795.000
491.291;1741.000
494.223;1782.000
497.154;1754.000
500.084;1815.000
503.014;1813.000
505.942;1750.000
508.869;1773.000
511.796;1752.000
514.721;1798.000
517.646;1779.000
520.569;1787.000
523.492;1812.000
526.414;1777.000
529.334;1823.000
532.254;1774.000
535.173;1811.000
538.091;1799.000
541.008;1787.000
543.924;1806.000
546.839;1778.000
549.753;1872.000
552.667;1797.000
555.579;1772.000
558.490;1783.000
561.400;1795.000
564.310;1775.000
567.218;1868.000
570.126;1746.000
573.033;1758.000
575.938;1788.000
578.843;1759.000
581.747;1877.000
584.650;1855.000
587.552;1826.000
590.453;1810.000
593.353;1849.000
596.252;1883.000
599.150;1848.000
602.047;1825.000
604.944;1810.000
