4.901072741E+00  2.092676982E-02
4.912148611E+00  1.220600586E-02
4.923224482E+00  -1.665415317E-01
4.934300353E+00  2.011827677E-01
4.945376223E+00  -1.369772255E-01
4.956452094E+00  3.046395183E-01
4.967527964E+00  5.472359061E-01
4.978603835E+00  1.244022369E+00
4.989679706E+00  1.395003319E+00
5.000755576E+00  1.579815388E+00
5.011831447E+00  1.165931225E+00
5.022907317E+00  5.007980466E-01
5.033983188E+00  3.883086443E-01
5.045059059E+00  -1.211361066E-01
5.056134929E+00  1.148706581E-02
5.067210800E+00  2.835142612E-01
5.078286670E+00  5.896673799E-01
5.089362541E+00  7.418585420E-01
5.100438412E+00  8.297902346E-01
5.111514282E+00  1.452437282E+00
5.122590153E+00  1.753941298E+00
5.133666023E+00  2.440429211E+00
5.144741894E+00  2.292649508E+00
5.155817765E+00  2.809830427E+00
5.166893635E+00  3.051109076E+00
5.177969506E+00  3.010008335E+00
5.189045376E+00  2.825797319E+00
5.200121247E+00  2.802255154E+00
5.211197118E+00  3.199628115E+00
5.222272988E+00  2.600715399E+00
5.233348859E+00  2.750037909E+00
5.244424729E+00  2.281285286E+00
5.255500600E+00  2.602781057E+00
5.266576471E+00  2.536614895E+00
5.277652341E+00  2.789802551E+00
5.288728212E+00  3.299291134E+00
5.299804082E+00  3.394406080E+00
5.310879953E+00  3.805979729E+00
5.321955824E+00  3.850344658E+00
5.333031694E+00  4.486131668E+00
5.344107565E+00  3.474826097E+00
5.355183435E+00  3.163272142E+00
5.366259306E+00  2.806919336E+00
5.377335177E+00  3.314055920E+00
5.388411047E+00  3.802331924E+00
5.399486918E+00  4.070590973E+00
5.410562788E+00  4.030818939E+00
5.421638659E+00  3.350020170E+00
5.432714530E+00  3.003684998E+00
5.443790400E+00  3.079804897E+00
5.454866271E+00  3.555392027E+00
5.465942141E+00  4.323791027E+00
5.477018012E+00  4.860662937E+00
5.488093883E+00  5.222456932E+00
5.499169753E+00  4.608421803E+00
5.510245624E+00  4.594305992E+00
5.521321494E+00  4.188568592E+00
5.532397365E+00  4.631543159E+00
5.543473236E+00  4.726641655E+00
5.554549106E+00  4.945424557E+00
5.565624977E+00  5.022449017E+00
5.576700847E+00  4.757756233E+00
5.587776718E+00  4.909907341E+00
5.598852589E+00  4.705992222E+00
5.609928459E+00  4.900404453E+00
5.621004330E+00  4.441407204E+00
5.632080200E+00  4.230562687E+00
5.643156071E+00  4.021902084E+00
5.654231942E+00  3.903797626E+00
5.665307812E+00  3.701522589E+00
5.676383683E+00  3.402115107E+00
5.687459553E+00  3.593895674E+00
5.698535424E+00  3.213414192E+00
5.709611295E+00  3.521282911E+00
5.720687165E+00  3.462924719E+00
5.731763036E+00  3.694789410E+00
5.742838906E+00  3.828831196E+00
5.753914777E+00  4.014083385E+00
5.764990648E+00  3.638166428E+00
5.776066518E+00  3.210621357E+00
5.787142389E+00  3.025568008E+00
5.798218259E+00  2.648554564E+00
5.809294130E+00  2.790610552E+00
5.820370001E+00  3.036916494E+00
5.831445871E+00  3.323672056E+00
5.842521742E+00  4.011552334E+00
5.853597612E+00  4.428034306E+00
5.864673483E+00  4.948241234E+00
5.875749354E+00  4.807408333E+00
5.886825224E+00  5.532799721E+00
5.897901095E+00  5.501692295E+00
5.908976965E+00  6.298734665E+00
5.920052836E+00  6.190922260E+00
5.931128707E+00  6.365970612E+00
5.942204577E+00  6.008454323E+00
5.953280448E+00  5.465671539E+00
5.964356318E+00  5.194175243E+00
5.975432189E+00  4.736577988E+00
5.986508060E+00  4.783107758E+00
5.997583930E+00  4.140659809E+00
6.008659801E+00  3.935343027E+00
6.019735671E+00  3.309529543E+00
6.030811542E+00  3.309520006E+00
6.041887413E+00  3.841475487E+00
6.052963283E+00  4.532104015E+00
6.064039154E+00  5.162009239E+00
6.075115024E+00  5.243358612E+00
6.086190895E+00  5.201369286E+00
6.097266766E+00  5.174175262E+00
6.108342636E+00  5.918496609E+00
6.119418507E+00  5.825814247E+00
6.130494377E+00  5.942876816E+00
6.141570248E+00  6.562125206E+00
6.152646119E+00  7.363142014E+00
6.163721989E+00  9.306236267E+00
6.174797860E+00  1.154580498E+01
6.185873730E+00  1.513299847E+01
6.196949601E+00  1.888733864E+01
6.208025472E+00  2.293095589E+01
6.219101342E+00  2.592399979E+01
6.230177213E+00  2.613364601E+01
6.241253083E+00  2.439100647E+01
6.252328954E+00  2.152370834E+01
6.263404825E+00  1.783761978E+01
6.274480695E+00  1.398935318E+01
6.285556566E+00  1.182841682E+01
6.296632436E+00  9.026835442E+00
6.307708307E+00  7.929300785E+00
6.318784178E+00  6.454698086E+00
6.329860048E+00  5.496950150E+00
6.340935919E+00  4.838258266E+00
6.352011789E+00  4.468713284E+00
6.363087660E+00  4.443993092E+00
6.374163531E+00  4.112959862E+00
6.385239401E+00  4.126910686E+00
6.396315272E+00  3.653259039E+00
6.407391142E+00  3.564593077E+00
6.418467013E+00  3.487990379E+00
6.429542884E+00  3.426479101E+00
6.440618754E+00  2.897648096E+00
6.451694625E+00  2.279776812E+00
6.462770495E+00  2.263404131E+00
6.473846366E+00  2.771524906E+00
6.484922237E+00  3.396996737E+00
6.495998107E+00  3.189620256E+00
6.507073978E+00  3.453225613E+00
6.518149848E+00  3.275275469E+00
6.529225719E+00  3.180306435E+00
6.540301590E+00  3.248122931E+00
6.551377460E+00  3.704067945E+00
6.562453331E+00  4.048905849E+00
